component_ticker,forecast_unit,official_component_tracking,bridge_forecast,bvar_forecast,blend_weight_bridge,blended_forecast,diff_vs_official_component,indicators_used,previous_real_level_millions,forecast_real_level_millions
CSZ_USNAqtr,percent_saar,4.351273380824017,3.979218294265517,1.857084973251255,0.95,3.8731116282148044,-0.47816175260921234,CSQM@USNA;HerzonServicesLessFoodUtilTravelQty;CQM@USNA;LASRVOA@USECON;LAPSRVA@USECON;sumNomServicesPCEExFoodExUtilExForTravel,11110321.0,11216371.679375345
CTGZ_USNAqtr,percent_saar,1.8485452370305744,2.6974285611456907,3.2852591084276517,0.95,2.726820088509789,0.8782748514792145,CDQM@USNA;NRST@USECON;CoreRealRetailPCEQtyExFoodSvc;CQM@USNA;NRSXMI47_USECONlessNRSV2_USECON;NRSXMI47_USECONPrevlessNRSV2_USECONPrev,5742610.0,5781363.603905512
FNEZ_USNAqtr,percent_saar,17.368152810996307,12.429563173914957,3.839562461272039,0.8753916463383523,11.359177327160142,-6.008975483836165,RealCapitalShipments;CoreCapGoodsShipments;IP521@IP;IPTP@IP;IP@IP;CUT@IP,1550537.0,1592808.7676578383
FNPZ_USNAqtr,percent_saar,6.434909093956942,5.924077089408508,6.371971551774602,0.7293105863350461,6.045317378810166,-0.3895917151467758,LAPTSVA@USECON;LAMANUA@USECON;LAP15A@USECON;LADURGA@USECON;LAGOODA@USECON;LAPBSVA@USECON,1726487.0,1752008.4103595389
FNSZ_USNAqtr,percent_saar,2.2384925921144605,-0.4225375307865673,-0.17892593452304428,0.8657510893851628,-0.38983293937504776,-2.628325531489508,CPVD@USECON;LAGOODA@USECON;LAWTRDA@USECON;LACONSA@USECON;LAPTSVA@USECON;LADURGA@USECON,631323.0,630706.8222410915
FRZ_USNAqtr,percent_saar,-4.510379455717029,-7.143729850836447,1.1553965372621322,0.9937110069407615,-7.091536702583952,-2.5811572468669235,SplicedNewHousingConstruction;HST@USECON;LAD61A@USECON;HST1@USECON;NomSingleStarts;valExHomeSales,748029.0,734399.3002491475
GFZ_USNAqtr,percent_saar,1.9710029229876191,-14.697309392482431,1.2492189136154241,0.2208664631960673,-2.272834393608383,-4.243837316596002,saFTOD@USECON;NRSXMI47_USECONPrevious;NRSXMI47_USECON;LAPTSVA@USECON;LoserOnLayoff;saFTO@USECON,1475888.0,1467429.4387695142
GSZ_USNAqtr,percent_saar,0.9305319965740244,0.618161770182533,0.795913577830043,0.9124353588656583,0.6337265434301678,-0.29680545314385665,CPGS@USECON;CPG@USECON;StateLocalEmp;YPWGM@USNA;CSEM_USNA;LACONSA@USECON,2512797.0,2516768.639315153
MMZ_USNAqtr,percent_saar,9.164049883006498,8.249194764395488,4.44068097712722,0.95,8.058769075032075,-1.1052808079744239,SplicedGoodsImports;SplicedNonCoreNonComputerNonSvcImports;CoreCapGoodsImports;SplicedGoodsExports;SplicedNonCoreNonComputerNonSvcExports;NRSXMI47_USECON,3148151.0,3209745.206846543
MSZ_USNAqtr,percent_saar,2.208143895862058,-8.844558043892405,4.420846510349374,0.95,-8.181287816180316,-10.389431712042374,SplicedServiceImports;BMBSXR_USINTPrevious;BMBSXR_USINT;CSDTFM_USNA;LAPRIVA@USECON;LAPSRVA@USECON,722017.0,706773.4429832386
VZ_USNAqtr,fraction_of_lagged_real_gdp,,0.0009913686685037006,0.002205939166402101,0.95,0.0010520971933986206,,LADURGA@USECON;LAGOODA@USECON;LAWTRDA@USECON;LAMANUA@USECON;LAPTSVA@USECON;LAPBSVA@USECON,-53063.0,25533.991722170675
XMZ_USNAqtr,percent_saar,-6.815713013662461,-8.871113443864331,2.666547477606418,0.95,-8.294230397790793,-1.478517384128332,SplicedGoodsExports;SplicedNonCoreNonComputerNonSvcExports;CoreCapGoodsExports;NRSXMI47_USECON;NRSXMI47_USECONPrevious;NRSXMI47_USECONlessNRSV2_USECON,1886946.0,1846539.6469908813
XSZ_USNAqtr,percent_saar,5.089354236655463,15.611386740544988,2.3656020469069006,0.95,14.949097505863083,9.85974326920762,SplicedServiceExports;BMBSXR_USINT;BMBSXR_USINTPrevious;CSDTFM_USNA;SplicedServiceImports;LAPTSVA@USECON,907950.0,940130.8940002095
